round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,first_neuron
100,0.5983124757225895,0.6839826703071594,0.5508388717081294,0.7206704,relu,10,12
100,0.6149213075379789,0.7186146974563599,0.565503384258938,0.7057728,relu,10,24
100,0.6883563677985947,0.6839826703071594,0.5598188042640686,0.7057728,relu,20,12
100,0.594060619156082,0.7402597665786743,0.5333513737945805,0.73743016,relu,20,24
100,0.6010212184159787,0.7272727489471436,0.5154515716838659,0.7635009,elu,10,12
100,0.5812978467932253,0.7272727489471436,0.4779601754755947,0.7709497,elu,10,24
100,0.6878100285282382,0.6536796689033508,0.559288896661897,0.735568,elu,20,12
100,0.6892015995917382,0.6796537041664124,0.5721826939609463,0.7243948,elu,20,24
